order_id,date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale,day_of_week,hour,customer_type,order_channel,preparation_time_minutes,item_popularity,profit_percent
10338,05-10-2024,Sugarcane juice,Beverages,23.9,5,119.5,Cash,Mr.,Midnight,Tuesday,02:20,New,Takeaway,20,High Demand,13
10339,05-10-2024,Panipuri,Fastfood,19.59,10,195.9,Cash,Mrs.,Afternoon,Wednesday,07:32,Returning,Dine-In,13,High Demand,89
10340,05-10-2024,Panipuri,Fastfood,20.3,5,101.5,Cash,Mr.,Evening,Saturday,16:15,New,Online,16,High Demand,34
10341,06-10-2024,Aalopuri,Fastfood,18.88,1,18.88,Online,Mrs.,Morning,Tuesday,06:43,Regular,Takeaway,17,Normal Demand,65
10342,06-10-2024,Aalopuri,Fastfood,20.16,2,40.32,Cash,Mrs.,Night,Sunday,09:07,Returning,Takeaway,5,Normal Demand,72
10343,06-10-2024,Vadapav,Fastfood,19.79,7,138.53,Card,Mr.,Night,Thursday,17:31,New,Online,19,Normal Demand,84
10344,06-10-2024,Cold coffee,Beverages,38.68,12,464.16,Cash,Mr.,Afternoon,Friday,16:24,Returning,Takeaway,19,High Demand,63
10345,06-10-2024,Vadapav,Fastfood,19.53,3,58.59,Online,Mrs.,Night,Thursday,16:38,Returning,Takeaway,24,Normal Demand,71
10346,06-10-2024,Vadapav,Fastfood,19.85,15,297.75,Cash,Mr.,Night,Sunday,09:29,Regular,Takeaway,13,Normal Demand,84
10347,06-10-2024,Cold coffee,Beverages,38.46,13,499.98,Online,Mrs.,Morning,Thursday,11:58,New,Dine-In,24,High Demand,95
10348,06-10-2024,Panipuri,Fastfood,20.01,12,240.12,Online,Mrs.,Night,Thursday,20:58,Regular,Dine-In,10,High Demand,5
10349,06-10-2024,Aalopuri,Fastfood,19.72,10,197.2,Online,Mrs.,Midnight,Sunday,20:17,New,Takeaway,13,Normal Demand,75
10350,06-10-2024,Sandwich,Fastfood,58.17,9,523.53,Online,Mrs.,Evening,Wednesday,01:02,Regular,Dine-In,20,Normal Demand,18
10351,06-10-2024,Panipuri,Fastfood,21.59,15,323.85,Online,Mr.,Afternoon,Tuesday,20:29,Returning,Online,14,High Demand,90
10352,06-10-2024,Panipuri,Fastfood,20.42,5,102.1,Cash,Mrs.,Afternoon,Wednesday,21:35,Returning,Takeaway,12,High Demand,5
10353,06-10-2024,Frankie,Fastfood,49.04,13,637.52,Online,Mrs.,Evening,Friday,22:45,Regular,Takeaway,16,Normal Demand,25
10354,06-10-2024,Frankie,Fastfood,50.36,12,604.32,Cash,Mr.,Night,Thursday,06:31,New,Online,14,Normal Demand,20
10355,06-10-2024,Aalopuri,Fastfood,18.97,15,284.55,Cash,Mrs.,Evening,Tuesday,12:35,Regular,Takeaway,6,Normal Demand,61
10356,06-10-2024,Aalopuri,Fastfood,19.56,2,39.12,Card,Mr.,Midnight,Thursday,01:01,Regular,Online,22,Normal Demand,1
10357,06-10-2024,Sandwich,Fastfood,59.04,7,413.28,Cash,Mr.,Morning,Wednesday,02:45,New,Online,20,Normal Demand,2
10358,06-10-2024,Frankie,Fastfood,46.88,8,375.04,Cash,Mr.,Night,Monday,13:19,New,Dine-In,7,Normal Demand,51
10359,06-10-2024,Sugarcane juice,Beverages,25.48,13,331.24,Online,Mr.,Midnight,Friday,04:23,Regular,Dine-In,9,High Demand,98
10360,06-10-2024,Panipuri,Fastfood,19.49,2,38.98,Card,Mrs.,Night,Wednesday,05:25,New,Takeaway,16,High Demand,53
10361,06-10-2024,Panipuri,Fastfood,19.64,14,274.96,Cash,Mr.,Midnight,Sunday,07:04,Returning,Dine-In,14,High Demand,45
10362,06-10-2024,Aalopuri,Fastfood,19.43,1,19.43,Cash,Mrs.,Evening,Tuesday,11:29,New,Takeaway,7,Normal Demand,66
10363,06-10-2024,Panipuri,Fastfood,22.96,5,114.8,Online,Mr.,Evening,Wednesday,03:22,Regular,Online,12,High Demand,56
10364,06-10-2024,Panipuri,Fastfood,19.34,6,116.04,Cash,Mrs.,Afternoon,Wednesday,19:14,Regular,Online,24,High Demand,39
10365,06-10-2024,Frankie,Fastfood,44.83,1,44.83,Cash,Mrs.,Afternoon,Thursday,16:14,Regular,Online,10,Normal Demand,59
10366,06-10-2024,Cold coffee,Beverages,36.8,8,294.4,Online,Mrs.,Evening,Saturday,18:02,Regular,Dine-In,11,High Demand,1
10367,06-10-2024,Panipuri,Fastfood,20.76,2,41.52,Online,Mrs.,Morning,Saturday,22:53,Returning,Online,21,High Demand,25
10368,06-10-2024,Aalopuri,Fastfood,21.34,7,149.38,Cash,Mr.,Afternoon,Monday,14:17,New,Dine-In,23,Normal Demand,68
10369,06-10-2024,Frankie,Fastfood,48.3,5,241.5,Online,Mrs.,Night,Friday,08:52,Regular,Takeaway,8,Normal Demand,35
10370,06-10-2024,Vadapav,Fastfood,21.28,5,106.4,Cash,Mrs.,Morning,Tuesday,23:50,Regular,Online,12,Normal Demand,6
10371,06-10-2024,Panipuri,Fastfood,20.74,13,269.62,Card,Mrs.,Afternoon,Wednesday,13:27,New,Online,21,High Demand,13
10372,06-10-2024,Aalopuri,Fastfood,19.81,4,79.24,Cash,Mr.,Morning,Monday,11:48,Regular,Dine-In,21,Normal Demand,87
10373,06-10-2024,Cold coffee,Beverages,39.48,6,236.88,Online,Mr.,Afternoon,Friday,09:12,New,Takeaway,13,High Demand,33
10374,06-10-2024,Cold coffee,Beverages,40.36,16,645.76,Online,Mrs.,Midnight,Thursday,00:10,Returning,Online,20,High Demand,3
10375,06-10-2024,Sugarcane juice,Beverages,26.1,14,365.4,Online,Mrs.,Midnight,Wednesday,22:53,New,Takeaway,11,High Demand,73
10376,06-10-2024,Aalopuri,Fastfood,20.4,1,20.4,Online,Mr.,Afternoon,Wednesday,19:38,New,Takeaway,9,Normal Demand,54
10377,06-10-2024,Vadapav,Fastfood,19.32,5,96.6,Card,Mr.,Night,Friday,16:41,New,Takeaway,23,Normal Demand,46
10378,06-10-2024,Aalopuri,Fastfood,19.83,9,178.47,Online,Mr.,Afternoon,Monday,05:55,New,Takeaway,17,Normal Demand,90
10379,06-10-2024,Sugarcane juice,Beverages,27.48,12,329.76,Cash,Mrs.,Afternoon,Monday,22:00,Returning,Takeaway,20,High Demand,32
10380,06-10-2024,Aalopuri,Fastfood,20.25,7,141.75,Online,Mr.,Morning,Thursday,04:10,New,Dine-In,9,Normal Demand,58
10381,06-10-2024,Aalopuri,Fastfood,20.87,4,83.48,Card,Mr.,Midnight,Tuesday,05:57,Returning,Online,5,Normal Demand,75
10382,06-10-2024,Cold coffee,Beverages,41.08,2,82.16,Online,Mrs.,Midnight,Monday,01:07,Returning,Online,5,High Demand,61
10383,06-10-2024,Sandwich,Fastfood,60.82,16,973.12,Cash,Mrs.,Midnight,Tuesday,06:26,Returning,Dine-In,18,Normal Demand,21
10384,06-10-2024,Sandwich,Fastfood,60.33,15,904.95,Card,Mr.,Night,Friday,07:01,Returning,Dine-In,11,Normal Demand,69
10385,06-10-2024,Sugarcane juice,Beverages,26.12,14,365.68,Online,Mrs.,Afternoon,Monday,19:19,Returning,Takeaway,15,High Demand,75
10386,06-10-2024,Frankie,Fastfood,51.8,13,673.4,Cash,Mrs.,Evening,Friday,07:10,New,Takeaway,19,Normal Demand,13
10387,06-10-2024,Sugarcane juice,Beverages,25.33,6,151.98,Card,Mrs.,Midnight,Tuesday,22:15,New,Online,20,High Demand,17
10388,06-10-2024,Aalopuri,Fastfood,19.31,5,96.55,Online,Mr.,Morning,Sunday,07:48,New,Dine-In,8,Normal Demand,68
10389,06-10-2024,Aalopuri,Fastfood,20.39,8,163.12,Cash,Mrs.,Evening,Tuesday,12:16,New,Online,16,Normal Demand,12
10390,06-10-2024,Sugarcane juice,Beverages,24.92,6,149.52,Cash,Mr.,Morning,Monday,14:48,Returning,Dine-In,17,High Demand,89
10391,06-10-2024,Panipuri,Fastfood,19.69,2,39.38,Cash,Mrs.,Evening,Monday,19:53,Returning,Dine-In,16,High Demand,11
10392,06-10-2024,Sugarcane juice,Beverages,28.35,6,170.1,Cash,Mrs.,Midnight,Friday,18:32,Regular,Online,20,High Demand,98
10393,06-10-2024,Sandwich,Fastfood,55.38,14,775.32,Cash,Mr.,Afternoon,Friday,20:32,New,Takeaway,12,Normal Demand,68
10394,06-10-2024,Cold coffee,Beverages,41.92,10,419.2,Cash,Mr.,Midnight,Thursday,22:20,New,Dine-In,11,High Demand,45
10395,06-10-2024,Vadapav,Fastfood,19.14,13,248.82,Cash,Mrs.,Afternoon,Saturday,02:40,Regular,Online,11,Normal Demand,27
10396,07-10-2024,Panipuri,Fastfood,20.13,14,281.82,Online,Mrs.,Morning,Saturday,02:48,Regular,Takeaway,7,High Demand,35
10397,07-10-2024,Cold coffee,Beverages,45.14,5,225.7,Cash,Mr.,Night,Wednesday,10:51,New,Dine-In,5,High Demand,75
10398,07-10-2024,Panipuri,Fastfood,19.04,6,114.24,Online,Mr.,Morning,Tuesday,03:11,Regular,Online,16,High Demand,76
10399,07-10-2024,Frankie,Fastfood,48.19,10,481.9,Cash,Mr.,Night,Monday,11:41,Returning,Dine-In,24,Normal Demand,21
10400,07-10-2024,Frankie,Fastfood,49.96,14,699.44,Card,Mrs.,Night,Tuesday,14:08,Regular,Takeaway,7,Normal Demand,55
10401,07-10-2024,Aalopuri,Fastfood,19.15,5,95.75,Cash,Mr.,Morning,Monday,06:29,Returning,Dine-In,10,Normal Demand,100
10402,07-10-2024,Aalopuri,Fastfood,20.88,4,83.52,Online,Mr.,Midnight,Tuesday,02:05,Returning,Takeaway,5,Normal Demand,26
10403,07-10-2024,Sandwich,Fastfood,58.4,15,876,Online,Mr.,Night,Sunday,23:33,Returning,Dine-In,9,Normal Demand,70
10404,07-10-2024,Sandwich,Fastfood,61.96,1,61.96,Online,Mrs.,Evening,Friday,08:51,Regular,Dine-In,7,Normal Demand,18
10405,07-10-2024,Vadapav,Fastfood,18.67,12,224.04,Cash,Mrs.,Midnight,Friday,20:49,Regular,Dine-In,24,Normal Demand,84
10406,07-10-2024,Panipuri,Fastfood,18.19,15,272.85,Cash,Mr.,Midnight,Thursday,14:42,Regular,Online,10,High Demand,18
10407,07-10-2024,Vadapav,Fastfood,19.77,10,197.7,Online,Mr.,Midnight,Sunday,15:34,New,Online,23,Normal Demand,30
10408,07-10-2024,Cold coffee,Beverages,36.86,1,36.86,Online,Mr.,Evening,Wednesday,18:37,Regular,Dine-In,18,High Demand,46
10409,07-10-2024,Sandwich,Fastfood,64.55,3,193.65,Online,Mr.,Midnight,Saturday,06:05,Regular,Dine-In,11,Normal Demand,38
10410,07-10-2024,Aalopuri,Fastfood,18.47,1,18.47,Online,Mrs.,Night,Wednesday,05:43,New,Takeaway,11,Normal Demand,18
10411,07-10-2024,Sugarcane juice,Beverages,23.7,15,355.5,Online,Mrs.,Midnight,Friday,23:40,Regular,Takeaway,6,High Demand,65
10412,07-10-2024,Sugarcane juice,Beverages,25.52,13,331.76,Online,Mrs.,Midnight,Wednesday,16:08,New,Online,23,High Demand,2
10413,07-10-2024,Frankie,Fastfood,48.53,15,727.95,Cash,Mrs.,Midnight,Saturday,07:37,New,Online,21,Normal Demand,99
10414,07-10-2024,Panipuri,Fastfood,18.48,4,73.92,Online,Mr.,Afternoon,Sunday,15:23,New,Online,19,High Demand,6
10415,07-10-2024,Panipuri,Fastfood,22.04,11,242.44,Online,Mr.,Midnight,Wednesday,09:30,Returning,Dine-In,5,High Demand,34
10416,07-10-2024,Aalopuri,Fastfood,19,10,190,Cash,Mr.,Midnight,Wednesday,20:48,New,Dine-In,24,Normal Demand,93
10417,07-10-2024,Vadapav,Fastfood,19.8,13,257.4,Cash,Mrs.,Midnight,Thursday,12:19,Returning,Dine-In,9,Normal Demand,16
10418,07-10-2024,Frankie,Fastfood,49.48,4,197.92,Online,Mr.,Afternoon,Sunday,07:55,Regular,Takeaway,18,Normal Demand,8
10419,07-10-2024,Aalopuri,Fastfood,20.71,5,103.55,Cash,Mr.,Night,Wednesday,16:25,Returning,Online,16,Normal Demand,75
10420,07-10-2024,Panipuri,Fastfood,20.46,14,286.44,Online,Mr.,Midnight,Friday,18:30,New,Online,5,High Demand,8
10421,07-10-2024,Sandwich,Fastfood,57.52,10,575.2,Card,Mrs.,Midnight,Wednesday,08:01,Returning,Online,12,Normal Demand,90
10422,07-10-2024,Frankie,Fastfood,49.19,15,737.85,Cash,Mrs.,Midnight,Monday,18:07,Regular,Online,7,Normal Demand,46
10423,07-10-2024,Aalopuri,Fastfood,19.77,1,19.77,Online,Mr.,Midnight,Saturday,05:16,Returning,Takeaway,8,Normal Demand,87
10424,07-10-2024,Panipuri,Fastfood,20.75,3,62.25,Online,Mr.,Afternoon,Sunday,05:58,Returning,Takeaway,10,High Demand,25
10425,07-10-2024,Vadapav,Fastfood,18.83,15,282.45,Cash,Mr.,Afternoon,Tuesday,19:15,Regular,Dine-In,5,Normal Demand,15
10426,07-10-2024,Panipuri,Fastfood,22.02,5,110.1,Online,Mr.,Afternoon,Saturday,14:23,Returning,Dine-In,19,High Demand,97
10427,07-10-2024,Aalopuri,Fastfood,19.24,13,250.12,Cash,Mr.,Morning,Sunday,00:51,Returning,Online,19,Normal Demand,77
10428,07-10-2024,Vadapav,Fastfood,19.99,8,159.92,Cash,Mrs.,Midnight,Tuesday,16:19,New,Takeaway,17,Normal Demand,92
10429,07-10-2024,Frankie,Fastfood,47.1,13,612.3,Online,Mrs.,Night,Sunday,07:48,Regular,Online,14,Normal Demand,32
10430,07-10-2024,Aalopuri,Fastfood,18.7,6,112.2,Cash,Mrs.,Midnight,Monday,06:07,New,Online,9,Normal Demand,41
10431,07-10-2024,Cold coffee,Beverages,38.25,14,535.5,Online,Mrs.,Afternoon,Tuesday,10:07,Returning,Takeaway,17,High Demand,58
10432,07-10-2024,Cold coffee,Beverages,38.06,8,304.48,Online,Mrs.,Morning,Thursday,10:00,New,Dine-In,18,High Demand,45
10433,07-10-2024,Cold coffee,Beverages,39.17,15,587.55,Cash,Mr.,Afternoon,Wednesday,21:07,Regular,Takeaway,9,High Demand,25
10434,07-10-2024,Cold coffee,Beverages,38.04,15,570.6,Cash,Mr.,Night,Monday,10:36,Regular,Online,10,High Demand,38
10435,07-10-2024,Sugarcane juice,Beverages,25.87,1,25.87,Online,Mr.,Night,Friday,07:05,Regular,Dine-In,22,High Demand,61
10436,07-10-2024,Cold coffee,Beverages,38.43,3,115.29,Cash,Mrs.,Evening,Saturday,18:36,New,Takeaway,18,High Demand,4
10437,07-10-2024,Panipuri,Fastfood,19.11,14,267.54,Cash,Mrs.,Morning,Tuesday,13:35,New,Takeaway,14,High Demand,34
10438,07-10-2024,Cold coffee,Beverages,39.21,4,156.84,Online,Mr.,Morning,Friday,00:14,New,Online,11,High Demand,30
10439,07-10-2024,Vadapav,Fastfood,20.99,1,20.99,Cash,Mr.,Afternoon,Monday,15:02,Returning,Dine-In,9,Normal Demand,8
10440,07-10-2024,Sugarcane juice,Beverages,25.27,15,379.05,Online,Mrs.,Afternoon,Thursday,12:09,New,Dine-In,9,High Demand,13
10441,07-10-2024,Vadapav,Fastfood,19.9,6,119.4,Online,Mrs.,Morning,Wednesday,13:08,New,Takeaway,22,Normal Demand,50
10442,07-10-2024,Frankie,Fastfood,46.42,15,696.3,Cash,Mr.,Morning,Monday,04:31,Returning,Dine-In,14,Normal Demand,11
10443,07-10-2024,Aalopuri,Fastfood,18.86,13,245.18,Cash,Mr.,Morning,Thursday,11:55,New,Takeaway,16,Normal Demand,35
10444,07-10-2024,Sandwich,Fastfood,56.16,15,842.4,Cash,Mr.,Night,Monday,15:26,Returning,Dine-In,24,Normal Demand,57
10445,07-10-2024,Frankie,Fastfood,53.27,5,266.35,Online,Mr.,Afternoon,Monday,16:38,Regular,Takeaway,18,Normal Demand,88
10446,07-10-2024,Sugarcane juice,Beverages,25.66,5,128.3,Cash,Mrs.,Afternoon,Thursday,16:18,Regular,Online,17,High Demand,10
10447,07-10-2024,Cold coffee,Beverages,38.28,12,459.36,Online,Mr.,Evening,Sunday,23:05,Regular,Online,9,High Demand,44
10448,07-10-2024,Vadapav,Fastfood,19.44,16,311.04,Cash,Mrs.,Afternoon,Saturday,12:13,New,Online,12,Normal Demand,11
10449,07-10-2024,Sandwich,Fastfood,57.52,3,172.56,Online,Mr.,Midnight,Wednesday,10:28,Returning,Takeaway,6,Normal Demand,43
10450,07-10-2024,Aalopuri,Fastfood,19.11,14,267.54,Online,Mr.,Afternoon,Friday,13:51,New,Takeaway,15,Normal Demand,49
10451,08-10-2024,Sugarcane juice,Beverages,25.58,5,127.9,Cash,Mr.,Midnight,Friday,07:14,New,Dine-In,10,High Demand,80
10452,08-10-2024,Aalopuri,Fastfood,19.71,1,19.71,Online,Mrs.,Night,Wednesday,07:59,Regular,Online,13,Normal Demand,45
10453,08-10-2024,Panipuri,Fastfood,22.08,10,220.8,Online,Mr.,Midnight,Thursday,16:38,New,Online,13,High Demand,94
10454,08-10-2024,Cold coffee,Beverages,42.5,13,552.5,Cash,Mr.,Evening,Wednesday,07:21,New,Takeaway,5,High Demand,14
10455,08-10-2024,Cold coffee,Beverages,42.62,11,468.82,Online,Mrs.,Afternoon,Thursday,17:37,Returning,Dine-In,15,High Demand,6
10456,08-10-2024,Sugarcane juice,Beverages,25.84,5,129.2,Online,Mr.,Afternoon,Sunday,17:41,New,Online,18,High Demand,1
10457,08-10-2024,Cold coffee,Beverages,39.15,13,508.95,Online,Mr.,Evening,Wednesday,22:41,Regular,Dine-In,21,High Demand,36
10458,08-10-2024,Aalopuri,Fastfood,20.6,2,41.2,Cash,Mr.,Midnight,Thursday,03:51,Regular,Dine-In,9,Normal Demand,20
10459,08-10-2024,Cold coffee,Beverages,39.3,14,550.2,Cash,Mr.,Afternoon,Friday,08:39,Returning,Dine-In,12,High Demand,10
10460,08-10-2024,Aalopuri,Fastfood,21.63,3,64.89,Online,Mrs.,Evening,Tuesday,18:01,Returning,Dine-In,15,Normal Demand,24
10461,08-10-2024,Cold coffee,Beverages,40.81,6,244.86,Online,Mrs.,Afternoon,Friday,10:22,Regular,Online,21,High Demand,98
10462,08-10-2024,Sandwich,Fastfood,60.79,2,121.58,Online,Mrs.,Evening,Wednesday,15:54,Returning,Takeaway,6,Normal Demand,81
10463,08-10-2024,Aalopuri,Fastfood,20.13,10,201.3,Cash,Mrs.,Evening,Thursday,17:12,Returning,Dine-In,14,Normal Demand,2
10464,08-10-2024,Sugarcane juice,Beverages,27.18,14,380.52,Card,Mr.,Night,Saturday,21:29,Regular,Online,20,High Demand,92
10465,08-10-2024,Vadapav,Fastfood,18.57,8,148.56,Cash,Mr.,Midnight,Friday,05:30,Returning,Takeaway,5,Normal Demand,21
10466,08-10-2024,Cold coffee,Beverages,43.68,5,218.4,Cash,Mr.,Night,Monday,06:33,New,Online,5,High Demand,41
10467,08-10-2024,Sugarcane juice,Beverages,24.77,7,173.39,Cash,Mr.,Night,Monday,11:52,New,Takeaway,6,High Demand,33
10468,08-10-2024,Cold coffee,Beverages,37.19,8,297.52,Online,Mrs.,Afternoon,Monday,12:32,New,Dine-In,11,High Demand,41
10469,08-10-2024,Sugarcane juice,Beverages,24.06,4,96.24,Cash,Mrs.,Morning,Thursday,21:00,Regular,Online,7,High Demand,77
10470,08-10-2024,Aalopuri,Fastfood,18.35,14,256.9,Card,Mr.,Midnight,Monday,00:14,New,Online,12,Normal Demand,72
10471,08-10-2024,Frankie,Fastfood,51.63,10,516.3,Cash,Mr.,Night,Thursday,05:37,Regular,Online,10,Normal Demand,60
10472,08-10-2024,Frankie,Fastfood,47.4,13,616.2,Cash,Mr.,Morning,Saturday,21:46,New,Online,20,Normal Demand,63
10473,08-10-2024,Vadapav,Fastfood,20.17,2,40.34,Online,Mr.,Evening,Thursday,14:38,Regular,Online,12,Normal Demand,73
10474,08-10-2024,Cold coffee,Beverages,42.27,12,507.24,Cash,Mrs.,Evening,Saturday,16:43,Returning,Online,24,High Demand,19
10475,08-10-2024,Frankie,Fastfood,48.32,14,676.48,Cash,Mrs.,Morning,Monday,05:14,Regular,Online,8,Normal Demand,40
10476,08-10-2024,Cold coffee,Beverages,39.46,3,118.38,Cash,Mrs.,Evening,Wednesday,14:05,Regular,Takeaway,8,High Demand,11
10477,08-10-2024,Frankie,Fastfood,46.74,3,140.22,Online,Mrs.,Afternoon,Thursday,08:56,Returning,Online,21,Normal Demand,71
10478,08-10-2024,Vadapav,Fastfood,19.61,4,78.44,Cash,Mr.,Night,Saturday,17:33,Regular,Takeaway,7,Normal Demand,44
10479,08-10-2024,Cold coffee,Beverages,45.15,10,451.5,Online,Mr.,Morning,Saturday,02:44,Regular,Dine-In,12,High Demand,64
10480,08-10-2024,Panipuri,Fastfood,20.78,6,124.68,Online,Mr.,Night,Wednesday,06:57,Regular,Dine-In,17,High Demand,57
10481,08-10-2024,Panipuri,Fastfood,19.74,1,19.74,Cash,Mr.,Evening,Friday,15:10,Returning,Takeaway,22,High Demand,28
10482,08-10-2024,Vadapav,Fastfood,19.39,6,116.34,Online,Mr.,Evening,Monday,14:52,Regular,Takeaway,9,Normal Demand,14
10483,08-10-2024,Aalopuri,Fastfood,19.96,10,199.6,Online,Mrs.,Midnight,Sunday,20:21,Regular,Takeaway,10,Normal Demand,98
10484,08-10-2024,Aalopuri,Fastfood,20.13,1,20.13,Cash,Mrs.,Midnight,Monday,19:37,Returning,Dine-In,5,Normal Demand,30
10485,08-10-2024,Aalopuri,Fastfood,19.58,15,293.7,Card,Mr.,Midnight,Monday,00:23,New,Takeaway,13,Normal Demand,11
10486,08-10-2024,Vadapav,Fastfood,20.53,5,102.65,Cash,Mr.,Morning,Thursday,02:11,New,Takeaway,9,Normal Demand,31
10487,08-10-2024,Frankie,Fastfood,47.62,9,428.58,Online,Mrs.,Night,Monday,08:52,Regular,Dine-In,10,Normal Demand,91
10488,08-10-2024,Sugarcane juice,Beverages,23.8,1,23.8,Online,Mr.,Night,Saturday,23:20,New,Takeaway,9,High Demand,27
10489,08-10-2024,Frankie,Fastfood,50.93,7,356.51,Cash,Mr.,Night,Thursday,11:01,New,Takeaway,24,Normal Demand,99
10490,08-10-2024,Sandwich,Fastfood,56.49,8,451.92,Card,Mrs.,Night,Thursday,21:09,Returning,Takeaway,16,Normal Demand,47
10491,08-10-2024,Frankie,Fastfood,51.82,9,466.38,Online,Mrs.,Morning,Sunday,01:57,Regular,Dine-In,15,Normal Demand,87
10492,08-10-2024,Aalopuri,Fastfood,19.99,3,59.97,Card,Mr.,Morning,Friday,23:49,New,Online,14,Normal Demand,66
10493,08-10-2024,Aalopuri,Fastfood,18.17,2,36.34,Cash,Mr.,Morning,Thursday,01:39,Returning,Takeaway,16,Normal Demand,5
10494,08-10-2024,Frankie,Fastfood,50.27,5,251.35,Cash,Mrs.,Morning,Tuesday,19:46,New,Takeaway,11,Normal Demand,51
10495,08-10-2024,Vadapav,Fastfood,18.31,1,18.31,Cash,Mr.,Night,Tuesday,21:38,Regular,Dine-In,8,Normal Demand,42
10496,08-10-2024,Aalopuri,Fastfood,20.69,15,310.35,Online,Mr.,Night,Saturday,07:54,Regular,Takeaway,10,Normal Demand,21
10497,08-10-2024,Sugarcane juice,Beverages,24.69,2,49.38,Cash,Mr.,Night,Sunday,07:05,Returning,Takeaway,11,High Demand,55
10498,08-10-2024,Aalopuri,Fastfood,21.85,12,262.2,Card,Mr.,Night,Monday,13:03,New,Dine-In,10,Normal Demand,11
10499,08-10-2024,Frankie,Fastfood,52.68,3,158.04,Cash,Mr.,Afternoon,Tuesday,17:41,New,Takeaway,7,Normal Demand,70
10500,08-10-2024,Sandwich,Fastfood,56.82,13,738.66,Cash,Mr.,Evening,Thursday,02:57,Regular,Dine-In,22,Normal Demand,83
10501,08-10-2024,Vadapav,Fastfood,17.98,6,107.88,Online,Mrs.,Afternoon,Saturday,05:34,New,Takeaway,13,Normal Demand,10
10502,08-10-2024,Panipuri,Fastfood,19.24,13,250.12,Card,Mr.,Afternoon,Wednesday,18:57,New,Dine-In,14,High Demand,48
10503,08-10-2024,Aalopuri,Fastfood,18.78,7,131.46,Cash,Mrs.,Morning,Friday,19:24,Regular,Takeaway,22,Normal Demand,66
10504,08-10-2024,Cold coffee,Beverages,43.65,7,305.55,Online,Mrs.,Midnight,Tuesday,03:40,Returning,Dine-In,22,High Demand,7
10505,08-10-2024,Panipuri,Fastfood,19.99,6,119.94,Online,Mr.,Afternoon,Sunday,21:30,Returning,Takeaway,9,High Demand,39
10506,09-10-2024,Frankie,Fastfood,52.33,8,418.64,Cash,Mr.,Night,Friday,20:52,Regular,Takeaway,24,Normal Demand,26
10507,09-10-2024,Vadapav,Fastfood,19.71,15,295.65,Online,Mr.,Night,Saturday,20:38,Returning,Online,13,Normal Demand,4
10508,09-10-2024,Aalopuri,Fastfood,19.82,12,237.84,Online,Mrs.,Afternoon,Monday,05:26,New,Takeaway,14,Normal Demand,81
10509,09-10-2024,Panipuri,Fastfood,19.97,16,319.52,Cash,Mr.,Night,Tuesday,16:14,Returning,Takeaway,23,High Demand,45
10510,09-10-2024,Aalopuri,Fastfood,21.11,10,211.1,Cash,Mr.,Midnight,Sunday,03:18,New,Online,23,Normal Demand,76
10511,09-10-2024,Vadapav,Fastfood,20.31,15,304.65,Online,Mr.,Evening,Thursday,04:04,New,Dine-In,23,Normal Demand,59
10512,09-10-2024,Panipuri,Fastfood,18.94,12,227.28,Online,Mrs.,Night,Monday,01:09,Returning,Dine-In,8,High Demand,88
10513,09-10-2024,Frankie,Fastfood,54.06,14,756.84,Online,Mr.,Morning,Tuesday,11:30,Regular,Takeaway,6,Normal Demand,100
10514,09-10-2024,Aalopuri,Fastfood,19.71,3,59.13,Cash,Mr.,Night,Friday,17:01,Returning,Dine-In,11,Normal Demand,61
10515,09-10-2024,Cold coffee,Beverages,39.09,12,469.08,Online,Mr.,Evening,Monday,04:28,Regular,Dine-In,10,High Demand,36
10516,09-10-2024,Cold coffee,Beverages,34.34,11,377.74,Online,Mrs.,Evening,Thursday,04:02,New,Online,18,High Demand,43
10517,09-10-2024,Sugarcane juice,Beverages,25.79,14,361.06,Online,Mr.,Afternoon,Saturday,06:09,New,Online,8,High Demand,83
10518,09-10-2024,Sugarcane juice,Beverages,25.13,14,351.82,Cash,Mrs.,Morning,Saturday,04:41,Returning,Dine-In,9,High Demand,43
10519,09-10-2024,Aalopuri,Fastfood,20.1,13,261.3,Online,Mr.,Midnight,Wednesday,19:01,Regular,Takeaway,20,Normal Demand,52
10520,09-10-2024,Vadapav,Fastfood,19.6,9,176.4,Cash,Mr.,Evening,Saturday,04:20,New,Takeaway,16,Normal Demand,20
10521,09-10-2024,Sugarcane juice,Beverages,24.28,16,388.48,Online,Mrs.,Evening,Sunday,06:11,Regular,Dine-In,20,High Demand,100
10522,09-10-2024,Panipuri,Fastfood,19.63,9,176.67,Cash,Mrs.,Midnight,Wednesday,07:03,New,Online,22,High Demand,66
10523,09-10-2024,Panipuri,Fastfood,20.46,12,245.52,Cash,Mrs.,Midnight,Monday,04:12,Regular,Online,23,High Demand,34
10524,09-10-2024,Frankie,Fastfood,51.6,13,670.8,Cash,Mrs.,Morning,Wednesday,22:06,Regular,Takeaway,24,Normal Demand,59
10525,09-10-2024,Panipuri,Fastfood,19.77,15,296.55,Cash,Mr.,Evening,Monday,05:04,Returning,Dine-In,18,High Demand,41
10526,09-10-2024,Aalopuri,Fastfood,20.95,5,104.75,Card,Mr.,Morning,Thursday,11:39,New,Dine-In,15,Normal Demand,16
10527,09-10-2024,Sugarcane juice,Beverages,24.9,6,149.4,Cash,Mrs.,Afternoon,Thursday,13:07,New,Takeaway,17,High Demand,88
